,gene_id,name,family,class
3287,Bradi2g37800,BdEREB56,AP2-EREBP,TF
3288,Bradi3g45997,BdEREB93,AP2-EREBP,TF
3289,Bradi2g02100,BdEREB37,AP2-EREBP,TF
3290,Bradi5g17610,BdEREB129,AP2-EREBP,TF
3291,Bradi2g02710,BdEREB38,AP2-EREBP,TF
3292,Bradi3g50630,BdEREB99,AP2-EREBP,TF
3293,Bradi1g53650,BdEREB23,AP2-EREBP,TF
3294,Bradi3g24000,BdEREB79,AP2-EREBP,TF
3295,Bradi3g54160,BdEREB102,AP2-EREBP,TF
3296,Bradi1g54450,BdEREB24,AP2-EREBP,TF
3297,Bradi1g03880,BdEREB2,AP2-EREBP,TF
3298,Bradi1g49560,BdEREB21,AP2-EREBP,TF
3299,Bradi2g53070,BdEREB62,AP2-EREBP,TF
3300,Bradi2g04000,BdEREB40,AP2-EREBP,TF
3301,Bradi2g24170,BdEREB50,AP2-EREBP,TF
3302,Bradi2g60340,BdEREB67,AP2-EREBP,TF
3303,Bradi1g64240,BdEREB27,AP2-EREBP,TF
3304,Bradi2g18570,BdEREB47,AP2-EREBP,TF
3305,Bradi4g35580,BdEREB115,AP2-EREBP,TF
3306,Bradi4g35630,BdEREB120,AP2-EREBP,TF
3307,Bradi1g38110,BdEREB15,AP2-EREBP,TF
3308,Bradi3g48697,BdEREB95,AP2-EREBP,TF
3309,Bradi1g57970,BdEREB26,AP2-EREBP,TF
3310,Bradi3g42627,BdEREB90,AP2-EREBP,TF
3311,Bradi3g27690,BdEREB80,AP2-EREBP,TF
3312,Bradi5g16450,BdEREB126,AP2-EREBP,TF
3313,Bradi1g33550,BdEREB10,AP2-EREBP,TF
3314,Bradi3g33670,BdEREB83,AP2-EREBP,TF
3315,Bradi3g12565,BdEREB75,AP2-EREBP,TF
3316,Bradi4g29010,BdEREB111,AP2-EREBP,TF
3317,Bradi5g21250,BdEREB134,AP2-EREBP,TF
3318,Bradi3g59300,BdEREB107,AP2-EREBP,TF
3319,Bradi3g41543,BdEREB88,AP2-EREBP,TF
3320,Bradi5g17630,BdEREB131,AP2-EREBP,TF
3321,Bradi1g49570,BdEREB22,AP2-EREBP,TF
3322,Bradi1g07290,BdEREB4,AP2-EREBP,TF
3323,Bradi2g52380,BdEREB61,AP2-EREBP,TF
3324,Bradi2g07357,BdEREB42,AP2-EREBP,TF
3325,Bradi1g46120,BdEREB17,AP2-EREBP,TF
3326,Bradi3g04410,BdEREB71,AP2-EREBP,TF
3327,Bradi5g14960,BdEREB125,AP2-EREBP,TF
3328,Bradi2g61630,BdEREB68,AP2-EREBP,TF
3329,Bradi3g49810,BdEREB96,AP2-EREBP,TF
3330,Bradi2g26987,BdEREB52,AP2-EREBP,TF
3331,Bradi3g58980,BdEREB106,AP2-EREBP,TF
3332,Bradi3g50620,BdEREB98,AP2-EREBP,TF
3333,Bradi4g35650,BdEREB121,AP2-EREBP,TF
3334,Bradi2g48130,BdEREB59,AP2-EREBP,TF
3335,Bradi3g08790,BdEREB74,AP2-EREBP,TF
3336,Bradi2g21067,BdEREB49,AP2-EREBP,TF
3337,Bradi3g33355,BdEREB82,AP2-EREBP,TF
3338,Bradi3g06562,BdEREB72,AP2-EREBP,TF
3339,Bradi1g30337,BdEREB8,AP2-EREBP,TF
3340,Bradi1g72990,BdEREB34,AP2-EREBP,TF
3341,Bradi3g47610,BdEREB94,AP2-EREBP,TF
3342,Bradi5g24720,BdEREB140,AP2-EREBP,TF
3343,Bradi5g17480,BdEREB127,AP2-EREBP,TF
3344,Bradi3g50490,BdEREB97,AP2-EREBP,TF
3345,Bradi2g21060,BdEREB48,AP2-EREBP,TF
3346,Bradi2g17610,BdEREB46,AP2-EREBP,TF
3347,Bradi1g31337,BdEREB9,AP2-EREBP,TF
3348,Bradi3g15880,BdEREB77,AP2-EREBP,TF
3349,Bradi2g60331,BdEREB66,AP2-EREBP,TF
3350,Bradi1g57560,BdEREB25,AP2-EREBP,TF
3351,Bradi1g45470,BdEREB16,AP2-EREBP,TF
3352,Bradi2g29960,BdEREB54,AP2-EREBP,TF
3353,Bradi4g21265,BdEREB109,AP2-EREBP,TF
3354,Bradi2g27920,BdEREB53,AP2-EREBP,TF
3355,Bradi3g58015,BdEREB105,AP2-EREBP,TF
3356,Bradi3g36820,BdEREB85,AP2-EREBP,TF
3357,Bradi1g48320,BdEREB20,AP2-EREBP,TF
3358,Bradi3g38140,BdEREB87,AP2-EREBP,TF
3359,Bradi1g71740,BdEREB30,AP2-EREBP,TF
3360,Bradi2g52370,BdEREB60,AP2-EREBP,TF
3361,Bradi5g24110,BdEREB136,AP2-EREBP,TF
3362,Bradi3g57867,BdEREB104,AP2-EREBP,TF
3363,Bradi3g43822,BdEREB91,AP2-EREBP,TF
3364,Bradi4g35600,BdEREB117,AP2-EREBP,TF
3365,Bradi3g37544,BdEREB86,AP2-EREBP,TF
3366,Bradi3g51630,BdEREB101,AP2-EREBP,TF
3367,Bradi1g67350,BdEREB28,AP2-EREBP,TF
3368,Bradi1g72457,BdEREB32,AP2-EREBP,TF
3369,Bradi2g15847,BdEREB45,AP2-EREBP,TF
3370,Bradi5g17490,BdEREB128,AP2-EREBP,TF
3371,Bradi4g38930,BdEREB122,AP2-EREBP,TF
3372,Bradi5g18850,BdEREB133,AP2-EREBP,TF
3373,Bradi3g18070,BdEREB78,AP2-EREBP,TF
3374,Bradi2g45530,BdEREB57,AP2-EREBP,TF
3375,Bradi4g35570,BdEREB114,AP2-EREBP,TF
3376,Bradi2g11890,BdEREB44,AP2-EREBP,TF
3377,Bradi1g04110,BdEREB3,AP2-EREBP,TF
3378,Bradi5g24700,BdEREB138,AP2-EREBP,TF
3379,Bradi1g72450,BdEREB31,AP2-EREBP,TF
3380,Bradi5g17640,BdEREB132,AP2-EREBP,TF
3381,Bradi4g43877,BdEREB123,AP2-EREBP,TF
3382,Bradi1g69207,BdEREB29,AP2-EREBP,TF
3383,Bradi2g02720,BdEREB39,AP2-EREBP,TF
3384,Bradi1g18870,BdEREB6,AP2-EREBP,TF
3385,Bradi4g30617,BdEREB112,AP2-EREBP,TF
3386,Bradi1g47480,BdEREB19,AP2-EREBP,TF
3387,Bradi3g12680,BdEREB76,AP2-EREBP,TF
3388,Bradi5g24710,BdEREB139,AP2-EREBP,TF
3389,Bradi3g31600,BdEREB81,AP2-EREBP,TF
3390,Bradi5g17620,BdEREB130,AP2-EREBP,TF
3391,Bradi4g31040,BdEREB113,AP2-EREBP,TF
3392,Bradi5g08380,BdEREB124,AP2-EREBP,TF
3393,Bradi5g24360,BdEREB137,AP2-EREBP,TF
3394,Bradi2g57747,BdEREB65,AP2-EREBP,TF
3395,Bradi3g07450,BdEREB73,AP2-EREBP,TF
3396,Bradi1g35420,BdEREB13,AP2-EREBP,TF
3397,Bradi1g77120,BdEREB36,AP2-EREBP,TF
3398,Bradi4g27850,BdEREB110,AP2-EREBP,TF
3399,Bradi2g56140,BdEREB63,AP2-EREBP,TF
3400,Bradi3g57360,BdEREB103,AP2-EREBP,TF
3401,Bradi3g44470,BdEREB92,AP2-EREBP,TF
3402,Bradi2g57200,BdEREB64,AP2-EREBP,TF
3403,Bradi1g18580,BdEREB5,AP2-EREBP,TF
3404,Bradi4g35610,BdEREB118,AP2-EREBP,TF
3405,Bradi4g35590,BdEREB116,AP2-EREBP,TF
3406,Bradi1g00670,BdEREB1,AP2-EREBP,TF
3407,Bradi3g35560,BdEREB84,AP2-EREBP,TF
3408,Bradi3g41546,BdEREB89,AP2-EREBP,TF
3409,Bradi2g06180,BdEREB41,AP2-EREBP,TF
3410,Bradi3g04380,BdEREB70,AP2-EREBP,TF
3411,Bradi2g47220,BdEREB58,AP2-EREBP,TF
3412,Bradi5g24100,BdEREB135,AP2-EREBP,TF
3413,Bradi1g23756,BdEREB7,AP2-EREBP,TF
3414,Bradi2g31480,BdEREB55,AP2-EREBP,TF
3415,Bradi3g04370,BdEREB69,AP2-EREBP,TF
3416,Bradi1g46690,BdEREB18,AP2-EREBP,TF
3417,Bradi3g60120,BdEREB108,AP2-EREBP,TF
3418,Sb05g022110,SbEREB86,AP2-EREBP,TF
3419,Sb06g025890,SbEREB97,AP2-EREBP,TF
3420,Sb01g046920,SbEREB20,AP2-EREBP,TF
3421,Sb0239s002020,SbEREB156,AP2-EREBP,TF
3422,Sb04g027180,SbEREB70,AP2-EREBP,TF
3423,Sb09g021540,SbEREB135,AP2-EREBP,TF
3424,Sb03g037080,SbEREB54,AP2-EREBP,TF
3425,Sb02g006023,SbEREB26,AP2-EREBP,TF
3426,Sb03g040450,SbEREB57,AP2-EREBP,TF
3427,Sb03g002630,SbEREB46,AP2-EREBP,TF
3428,Sb04g027660,SbEREB71,AP2-EREBP,TF
3429,Sb06g030670,SbEREB101,AP2-EREBP,TF
3430,Sb09g026800,SbEREB138,AP2-EREBP,TF
3431,Sb07g023575,SbEREB117,AP2-EREBP,TF
3432,Sb01g028930,SbEREB8,AP2-EREBP,TF
3433,Sb03g037750,SbEREB56,AP2-EREBP,TF
3434,Sb02g025080,SbEREB33,AP2-EREBP,TF
3435,Sb02g005810,SbEREB24,AP2-EREBP,TF
3436,Sb10g024870,SbEREB151,AP2-EREBP,TF
3437,Sb10g001490,SbEREB141,AP2-EREBP,TF
3438,Sb07g023030,SbEREB116,AP2-EREBP,TF
3439,Sb02g030320,SbEREB39,AP2-EREBP,TF
3440,Sb02g020900,SbEREB30,AP2-EREBP,TF
3441,Sb09g002080,SbEREB127,AP2-EREBP,TF
3442,Sb01g014810,SbEREB5,AP2-EREBP,TF
3443,Sb01g045050,SbEREB16,AP2-EREBP,TF
3444,Sb07g006190,SbEREB107,AP2-EREBP,TF
3445,Sb04g032960,SbEREB76,AP2-EREBP,TF
3446,Sb03g012890,SbEREB50,AP2-EREBP,TF
3447,Sb04g025960,SbEREB69,AP2-EREBP,TF
3448,Sb02g030350,SbEREB42,AP2-EREBP,TF
3449,Sb07g015070,SbEREB111,AP2-EREBP,TF
3450,Sb03g042810,SbEREB60,AP2-EREBP,TF
3451,Sb02g020910,SbEREB31,AP2-EREBP,TF
3452,Sb06g014800,SbEREB88,AP2-EREBP,TF
3453,Sb01g045070,SbEREB18,AP2-EREBP,TF
3454,Sb07g022265,SbEREB115,AP2-EREBP,TF
3455,Sb01g044410,SbEREB14,AP2-EREBP,TF
3456,Sb06g024540,SbEREB96,AP2-EREBP,TF
3457,Sb09g029070,SbEREB140,AP2-EREBP,TF
3458,Sb10g001620,SbEREB142,AP2-EREBP,TF
3459,Sb05g004170,SbEREB83,AP2-EREBP,TF
3460,Sb07g004655,SbEREB106,AP2-EREBP,TF
3461,Sb02g007000,SbEREB28,AP2-EREBP,TF
3462,Sb07g025210,SbEREB119,AP2-EREBP,TF
3463,Sb01g022380,SbEREB7,AP2-EREBP,TF
3464,Sb09g019190,SbEREB132,AP2-EREBP,TF
3465,Sb03g047170,SbEREB61,AP2-EREBP,TF
3466,Sb06g030660,SbEREB100,AP2-EREBP,TF
3467,Sb04g036020,SbEREB80,AP2-EREBP,TF
3468,Sb07g006210,SbEREB110,AP2-EREBP,TF
3469,Sb06g024360,SbEREB92,AP2-EREBP,TF
3470,Sb02g030300,SbEREB37,AP2-EREBP,TF
3471,Sb10g023600,SbEREB150,AP2-EREBP,TF
3472,Sb10g005520,SbEREB145,AP2-EREBP,TF
3473,Sb10g026150,SbEREB153,AP2-EREBP,TF
3474,Sb09g016150,SbEREB129,AP2-EREBP,TF
3475,Sb05g001790,SbEREB82,AP2-EREBP,TF
3476,Sb01g003670,SbEREB3,AP2-EREBP,TF
3477,Sb06g031120,SbEREB102,AP2-EREBP,TF
3478,Sb06g016710,SbEREB89,AP2-EREBP,TF
3479,Sb10g028110,SbEREB154,AP2-EREBP,TF
3480,Sb03g029990,SbEREB51,AP2-EREBP,TF
3481,Sb01g020555,SbEREB6,AP2-EREBP,TF
3482,Sb07g006200,SbEREB109,AP2-EREBP,TF
3483,Sb06g024530,SbEREB95,AP2-EREBP,TF
3484,Sb04g024690,SbEREB68,AP2-EREBP,TF
3485,Sb01g045420,SbEREB19,AP2-EREBP,TF
3486,Sb05g026843,SbEREB87,AP2-EREBP,TF
3487,Sb03g042110,SbEREB59,AP2-EREBP,TF
3488,Sb02g029550,SbEREB36,AP2-EREBP,TF
3489,Sb09g020690,SbEREB133,AP2-EREBP,TF
3490,Sb01g040280,SbEREB12,AP2-EREBP,TF
3491,Sb05g007135,SbEREB85,AP2-EREBP,TF
3492,Sb08g019530,SbEREB126,AP2-EREBP,TF
3493,Sb09g004140,SbEREB128,AP2-EREBP,TF
3494,Sb07g022180,SbEREB114,AP2-EREBP,TF
3495,Sb09g016550,SbEREB130,AP2-EREBP,TF
3496,Sb06g025900,SbEREB98,AP2-EREBP,TF
3497,Sb07g023803,SbEREB118,AP2-EREBP,TF
3498,Sb07g027250,SbEREB121,AP2-EREBP,TF
3499,Sb01g000352,SbEREB1,AP2-EREBP,TF
3500,Sb03g037085,SbEREB55,AP2-EREBP,TF
3501,Sb02g030310,SbEREB38,AP2-EREBP,TF
3502,Sb07g020090,SbEREB112,AP2-EREBP,TF
3503,Sb02g030330,SbEREB40,AP2-EREBP,TF
3504,Sb01g042090,SbEREB13,AP2-EREBP,TF
3505,Sb04g020150,SbEREB64,AP2-EREBP,TF
3506,Sb03g006590,SbEREB48,AP2-EREBP,TF
3507,Sb09g021016,SbEREB134,AP2-EREBP,TF
3508,Sb07g027260,SbEREB122,AP2-EREBP,TF
3509,Sb06g028090,SbEREB99,AP2-EREBP,TF
3510,Sb10g003160,SbEREB143,AP2-EREBP,TF
3511,Sb04g006970,SbEREB63,AP2-EREBP,TF
3512,Sb01g045060,SbEREB17,AP2-EREBP,TF
3513,Sb06g024390,SbEREB94,AP2-EREBP,TF
3514,Sb07g025843,SbEREB120,AP2-EREBP,TF
3515,Sb04g031960,SbEREB74,AP2-EREBP,TF
3516,Sb02g026630,SbEREB35,AP2-EREBP,TF
3517,Sb07g003247,SbEREB104,AP2-EREBP,TF
3518,Sb07g021800,SbEREB113,AP2-EREBP,TF
3519,Sb03g031860,SbEREB52,AP2-EREBP,TF
3520,Sb08g004260,SbEREB125,AP2-EREBP,TF
3521,Sb02g023230,SbEREB32,AP2-EREBP,TF
3522,Sb03g034780,SbEREB53,AP2-EREBP,TF
3523,Sb02g001806,SbEREB22,AP2-EREBP,TF
3524,Sb03g001296,SbEREB45,AP2-EREBP,TF
3525,Sb07g006195,SbEREB108,AP2-EREBP,TF
3526,Sb06g024380,SbEREB93,AP2-EREBP,TF
3527,Sb04g032940,SbEREB75,AP2-EREBP,TF
3528,Sb02g012630,SbEREB29,AP2-EREBP,TF
3529,Sb01g045040,SbEREB15,AP2-EREBP,TF
3530,Sb10g012735,SbEREB149,AP2-EREBP,TF
3531,Sb04g006080,SbEREB62,AP2-EREBP,TF
3532,Sb04g022943,SbEREB67,AP2-EREBP,TF
3533,Sb06g031230,SbEREB103,AP2-EREBP,TF
3534,Sb02g039300,SbEREB43,AP2-EREBP,TF
3535,Sb04g022245,SbEREB66,AP2-EREBP,TF
3536,Sb04g027940,SbEREB72,AP2-EREBP,TF
3537,Sb10g007780,SbEREB148,AP2-EREBP,TF
3538,Sb03g004980,SbEREB47,AP2-EREBP,TF
3539,Sb02g005840,SbEREB25,AP2-EREBP,TF
3540,Sb06g024355,SbEREB91,AP2-EREBP,TF
3541,Sb03g042060,SbEREB58,AP2-EREBP,TF
3542,Sb04g034290,SbEREB78,AP2-EREBP,TF
3543,Sb10g004580,SbEREB144,AP2-EREBP,TF
3544,Sb01g037210,SbEREB11,AP2-EREBP,TF
3545,Sb10g006260,SbEREB146,AP2-EREBP,TF
3546,Sb01g006830,SbEREB4,AP2-EREBP,TF
3547,Sb01g029065,SbEREB9,AP2-EREBP,TF
3548,Sb0239s002010,SbEREB155,AP2-EREBP,TF
3549,Sb01g031140,SbEREB10,AP2-EREBP,TF
3550,Sb04g033105,SbEREB77,AP2-EREBP,TF
3551,Sb04g035160,SbEREB79,AP2-EREBP,TF
3552,Sb07g004580,SbEREB105,AP2-EREBP,TF
3553,Sb10g006980,SbEREB147,AP2-EREBP,TF
3554,Sb03g007200,SbEREB49,AP2-EREBP,TF
3555,Sb09g024400,SbEREB137,AP2-EREBP,TF
3556,Sb04g031950,SbEREB73,AP2-EREBP,TF
3557,Sb09g027530,SbEREB139,AP2-EREBP,TF
3558,Sb07g027280,SbEREB124,AP2-EREBP,TF
3559,Sb07g027270,SbEREB123,AP2-EREBP,TF
3560,Sb05g006275,SbEREB84,AP2-EREBP,TF
3561,Sb02g042760,SbEREB44,AP2-EREBP,TF
3562,Sb02g025530,SbEREB34,AP2-EREBP,TF
3563,Sb01g049400,SbEREB21,AP2-EREBP,TF
3564,Sb04g021160,SbEREB65,AP2-EREBP,TF
3565,Sb01g003400,SbEREB2,AP2-EREBP,TF
3566,Sb09g023190,SbEREB136,AP2-EREBP,TF
3567,Sb05g001280,SbEREB81,AP2-EREBP,TF
3568,Sb09g017950,SbEREB131,AP2-EREBP,TF
3569,Sb06g023313,SbEREB90,AP2-EREBP,TF
3570,Sb02g002080,SbEREB23,AP2-EREBP,TF
3571,Sb02g006780,SbEREB27,AP2-EREBP,TF
3572,Sb02g030340,SbEREB41,AP2-EREBP,TF
3573,Sb10g025053,SbEREB152,AP2-EREBP,TF
3574,SCQSHR1020H09.g,ScEREB94,AP2-EREBP,TF
3575,SCVPRZ3026C06.g,ScEREB64,AP2-EREBP,TF
3576,SCAGLR1064B04.g,ScEREB109,AP2-EREBP,TF
3577,PTSo00067.1,ScEREB67,AP2-EREBP,TF
3578,SCQGLR1019D12.g,ScEREB43,AP2-EREBP,TF
3579,SCQGRT1038G12.g,ScEREB45,AP2-EREBP,TF
3580,SCRLSD1012F04.g,ScEREB53,AP2-EREBP,TF
3581,SCAGLR2011B02.g,ScEREB104,AP2-EREBP,TF
3582,SCUTLR1058E01.g,ScEREB58,AP2-EREBP,TF
3583,PTSo00058.1,ScEREB68,AP2-EREBP,TF
3584,SCCCRT2C02B02.g,ScEREB99,AP2-EREBP,TF
3585,SCMCRT2087F07.g,ScEREB101,AP2-EREBP,TF
3586,SCEPRZ1008A04.g,ScEREB27,AP2-EREBP,TF
3587,SCCCCL2001D01.b,ScEREB14,AP2-EREBP,TF
3588,PTSo00050.1,ScEREB86,AP2-EREBP,TF
3589,SCRFAD1023F09.g,ScEREB49,AP2-EREBP,TF
3590,SCQSRT1036G02.g,ScEREB48,AP2-EREBP,TF
3591,SCBGLR1023H03.g,ScEREB11,AP2-EREBP,TF
3592,PTSo00040.1,ScEREB69,AP2-EREBP,TF
3593,SCVPAM1056H10.g,ScEREB61,AP2-EREBP,TF
3594,SCCCRT2C02H05.g,ScEREB24,AP2-EREBP,TF
3595,SCCCLR2001E02.g,ScEREB22,AP2-EREBP,TF
3596,SCSGAM2104A02.g,ScEREB57,AP2-EREBP,TF
3597,SCSFHR1045A01.g,ScEREB55,AP2-EREBP,TF
3598,PTSo00062.1,ScEREB82,AP2-EREBP,TF
3599,SCQSHR1023B08.g,ScEREB46,AP2-EREBP,TF
3600,SCBGLR1099G02.g,ScEREB12,AP2-EREBP,TF
3601,SCCCCL4009H08.g,ScEREB18,AP2-EREBP,TF
3602,SCCCCL4002B07.g,ScEREB16,AP2-EREBP,TF
3603,SCEQAM2037D09.g,ScEREB29,AP2-EREBP,TF
3604,SCQGHR1011D01.g,ScEREB41,AP2-EREBP,TF
3605,SCEQRZ3023E01.g,ScEREB117,AP2-EREBP,TF
3606,PTSo00043.1,ScEREB70,AP2-EREBP,TF
3607,SCJLFL1048G03.g,ScEREB37,AP2-EREBP,TF
3608,SCCCLB1026B10.g,ScEREB91,AP2-EREBP,TF
3609,SCEPAM1107F11.g,ScEREB113,AP2-EREBP,TF
3610,SCAGLR2026H09.g,ScEREB5,AP2-EREBP,TF
3611,SCEPRZ1008F01.g,ScEREB28,AP2-EREBP,TF
3612,SCRFAD1116F08.g,ScEREB50,AP2-EREBP,TF
3613,SCUTST3086D12.g,ScEREB60,AP2-EREBP,TF
3614,SCBGHR1057H07.g,ScEREB100,AP2-EREBP,TF
3615,SCACHR1038D01.g,ScEREB1,AP2-EREBP,TF
3616,SCEQRZ3023C12.g,ScEREB90,AP2-EREBP,TF
3617,SCEQRT2025G01.g,ScEREB32,AP2-EREBP,TF
3618,SCEQLB1068H10.g,ScEREB31,AP2-EREBP,TF
3619,SCQGRT1040E05.g,ScEREB116,AP2-EREBP,TF
3620,SCQGLR1019C02.g,ScEREB112,AP2-EREBP,TF
3621,PTSo00056.1,ScEREB83,AP2-EREBP,TF
3622,SCJFRT1008B09.b,ScEREB97,AP2-EREBP,TF
3623,SCRLAM1014G08.g,ScEREB52,AP2-EREBP,TF
3624,SCEQHR1081E06.g,ScEREB30,AP2-EREBP,TF
3625,SCBFRZ2019E05.g,ScEREB8,AP2-EREBP,TF
3626,PTSo00092.1,ScEREB66,AP2-EREBP,TF
3627,SCJFRT1009H11.g,ScEREB35,AP2-EREBP,TF
3628,SCJFRZ2025A06.g,ScEREB107,AP2-EREBP,TF
3629,SCRFAM1027C11.g,ScEREB51,AP2-EREBP,TF
3630,SCQGLR1019C06.g,ScEREB42,AP2-EREBP,TF
3631,PTSo00094.1,ScEREB75,AP2-EREBP,TF
3632,SCEPRZ3129A06.g,ScEREB123,AP2-EREBP,TF
3633,PTSo00059.1,ScEREB71,AP2-EREBP,TF
3634,SCBGAD1027C03.g,ScEREB9,AP2-EREBP,TF
3635,PTSo00057.1,ScEREB77,AP2-EREBP,TF
3636,SCMCCL6050A04.g,ScEREB39,AP2-EREBP,TF
3637,PTSo00049.1,ScEREB65,AP2-EREBP,TF
3638,SCQGLR1041E11.g,ScEREB44,AP2-EREBP,TF
3639,SCCCAM2001G05.g,ScEREB13,AP2-EREBP,TF
3640,SCRFFL4006A09.g,ScEREB118,AP2-EREBP,TF
3641,SCEZRZ3051H10.g,ScEREB33,AP2-EREBP,TF
3642,SCVPRT2076E10.g,ScEREB63,AP2-EREBP,TF
3643,SCAGLR1064B08.g,ScEREB4,AP2-EREBP,TF
3644,SCCCCL4008E11.g,ScEREB17,AP2-EREBP,TF
3645,SCJFAD1013B08.b,ScEREB89,AP2-EREBP,TF
3646,SCCCRZ1004B06.g,ScEREB25,AP2-EREBP,TF
3647,PTSo00091.1,ScEREB78,AP2-EREBP,TF
3648,SCSGST1071C02.g,ScEREB110,AP2-EREBP,TF
3649,SCBFRZ2016H06.g,ScEREB7,AP2-EREBP,TF
3650,SCJLRZ3078D11.g,ScEREB119,AP2-EREBP,TF
3651,SCVPCL6044F03.g,ScEREB62,AP2-EREBP,TF
3652,SCACLR2022D03.g,ScEREB3,AP2-EREBP,TF
3653,SCBFRZ2016C02.g,ScEREB98,AP2-EREBP,TF
3654,PTSo00076.1,ScEREB80,AP2-EREBP,TF
3655,PTSo00036.1,ScEREB84,AP2-EREBP,TF
3656,SCACLR1129E10.g,ScEREB2,AP2-EREBP,TF
3657,SCUTST3086B02.g,ScEREB59,AP2-EREBP,TF
3658,SCCCLR2001A01.g,ScEREB21,AP2-EREBP,TF
3659,PTSo00054.1,ScEREB72,AP2-EREBP,TF
3660,SCCCLR1067G09.g,ScEREB20,AP2-EREBP,TF
3661,PTSo00093.1,ScEREB79,AP2-EREBP,TF
3662,PTSo00038.1,ScEREB85,AP2-EREBP,TF
3663,PTSo00051.1,ScEREB74,AP2-EREBP,TF
3664,SCCCCL3002C01.b,ScEREB15,AP2-EREBP,TF
3665,PTSo00052.1,ScEREB76,AP2-EREBP,TF
3666,SCCCRT1002D01.g,ScEREB23,AP2-EREBP,TF
3667,SCJLRT1006C05.g,ScEREB106,AP2-EREBP,TF
3668,SCCCCL7002A04.g,ScEREB19,AP2-EREBP,TF
3669,SCQSRT1034F10.g,ScEREB47,AP2-EREBP,TF
3670,SCSFHR1043F12.g,ScEREB54,AP2-EREBP,TF
3671,SCBGLR1002A09.g,ScEREB10,AP2-EREBP,TF
3672,SCUTFL1059E01.g,ScEREB92,AP2-EREBP,TF
3673,SCJLFL4183C08.g,ScEREB103,AP2-EREBP,TF
3674,SCRLRZ3042H10.g,ScEREB115,AP2-EREBP,TF
3675,SCCCST2002F02.g,ScEREB26,AP2-EREBP,TF
3676,SCMCLR1122H05.g,ScEREB40,AP2-EREBP,TF
3677,SCSFLR2031C10.g,ScEREB56,AP2-EREBP,TF
3678,SCBFAD1067E05.g,ScEREB6,AP2-EREBP,TF
3679,SCEZHR1055B01.g,ScEREB121,AP2-EREBP,TF
3680,SCEZAM2032A02.g,ScEREB108,AP2-EREBP,TF
3681,SCJLLR2013H07.g,ScEREB38,AP2-EREBP,TF
3682,SCJFRZ3C01A10.g,ScEREB36,AP2-EREBP,TF
3683,LOC_Os06g03670,OsEREB98,AP2-EREBP,TF
3684,LOC_Os02g10760,OsEREB19,AP2-EREBP,TF
3685,LOC_Os05g03040,OsEREB81,AP2-EREBP,TF
3686,LOC_Os01g66270,OsEREB14,AP2-EREBP,TF
3687,LOC_Os08g41030,OsEREB136,AP2-EREBP,TF
3688,LOC_Os02g34270,OsEREB25,AP2-EREBP,TF
3689,LOC_Os05g49010,OsEREB96,AP2-EREBP,TF
3690,LOC_Os04g36640,OsEREB64,AP2-EREBP,TF
3691,LOC_Os05g27930,OsEREB84,AP2-EREBP,TF
3692,LOC_Os04g32790,OsEREB62,AP2-EREBP,TF
3693,LOC_Os12g41060,OsEREB170,AP2-EREBP,TF
3694,LOC_Os06g11860,OsEREB110,AP2-EREBP,TF
3695,LOC_Os01g64790,OsEREB13,AP2-EREBP,TF
3696,LOC_Os06g09790,OsEREB107,AP2-EREBP,TF
3697,LOC_Os02g32140,OsEREB23,AP2-EREBP,TF
3698,LOC_Os01g10370,OsEREB5,AP2-EREBP,TF
3699,LOC_Os02g45450,OsEREB34,AP2-EREBP,TF
3700,LOC_Os09g35030,OsEREB151,AP2-EREBP,TF
3701,LOC_Os10g38000,OsEREB158,AP2-EREBP,TF
3702,LOC_Os06g09390,OsEREB104,AP2-EREBP,TF
3703,LOC_Os05g25260,OsEREB83,AP2-EREBP,TF
3704,LOC_Os07g22730,OsEREB123,AP2-EREBP,TF
3705,LOC_Os08g31580,OsEREB132,AP2-EREBP,TF
3706,LOC_Os12g39330,OsEREB166,AP2-EREBP,TF
3707,LOC_Os10g41330,OsEREB160,AP2-EREBP,TF
3708,LOC_Os08g42550,OsEREB137,AP2-EREBP,TF
3709,LOC_Os03g60430,OsEREB58,AP2-EREBP,TF
3710,LOC_Os02g51300,OsEREB35,AP2-EREBP,TF
3711,LOC_Os03g56050,OsEREB56,AP2-EREBP,TF
3712,LOC_Os02g13710,OsEREB20,AP2-EREBP,TF
3713,LOC_Os06g06970,OsEREB101,AP2-EREBP,TF
3714,LOC_Os03g22170,OsEREB54,AP2-EREBP,TF
3715,LOC_Os09g26420,OsEREB147,AP2-EREBP,TF
3716,LOC_Os05g41780,OsEREB93,AP2-EREBP,TF
3717,LOC_Os09g35010,OsEREB149,AP2-EREBP,TF
3718,LOC_Os01g67410,OsEREB15,AP2-EREBP,TF
3719,LOC_Os02g43820,OsEREB30,AP2-EREBP,TF
3720,LOC_Os09g35020,OsEREB150,AP2-EREBP,TF
3721,LOC_Os04g46250,OsEREB69,AP2-EREBP,TF
3722,LOC_Os04g42570,OsEREB65,AP2-EREBP,TF
3723,LOC_Os06g10780,OsEREB109,AP2-EREBP,TF
3724,LOC_Os09g39850,OsEREB153,AP2-EREBP,TF
3725,LOC_Os06g47590,OsEREB118,AP2-EREBP,TF
3726,LOC_Os01g04020,OsEREB1,AP2-EREBP,TF
3727,LOC_Os02g29550,OsEREB21,AP2-EREBP,TF
