grassius_name	uniprot_id	alleles
ZmOrphan255	A0A1D6EHE5	GRMZM2G065692,Zm00001d004771,Zm00001eb091490
ZmOrphan266	Q9FXQ7	GRMZM2G035688,Zm00001d002982,Zm00001eb076960
ZmNAC103	A0A1D6E597	AC212859.3_FG008,Zm00001d002934,Zm00001eb076470
ZmNAC120	C0PJA2	GRMZM2G176677,Zm00001d002945,Zm00001eb076630,Zm00001eb076640
ZmMTERF26	A0A3L6E3H7	GRMZM2G062910,Zm00001d021513,Zm00001eb321620
ZmARF6	A0A1D6E5Y1	GRMZM2G122614,Zm00001d003011,Zm00001eb077170
ZmGATA2	B4FVT9	GRMZM2G104390,Zm00001d009193,Zm00001eb340790
ZmNAC36	A0A1D6E668	GRMZM2G081930,Zm00001d003052,Zm00001eb077580
ZmMYB72	A0A1D6E683	GRMZM2G048295,Zm00001d003064,Zm00001eb077700
ZmNAC34	A0A060CZR7	AC208663.3_FG002,Zm00001d003080,Zm00001eb077830
ZmCOL11	A0A1D6E763	GRMZM2G095598,Zm00001d003162,Zm00001eb078490
ZmMADS27	A0A1D6HRZ7	GRMZM2G135018,GRMZM2G134951,Zm00001d003167,Zm00001d003168,Zm00001d003169,Zm00001eb078530,Zm00001eb078540,Zm00001eb078550
ZmNLP3	A0A1D6E793	GRMZM2G031398,Zm00001d003176,Zm00001eb078590
ZmbZIP121	C0PDU9	GRMZM2G112483,Zm00001d003180,Zm00001eb078620,Zm00001eb078630
ZmOrphan198	A0A1D6E7C3	GRMZM2G018876,Zm00001d003195,Zm00001eb078770
ZmMYBR93	A0A1D6E8D3	GRMZM2G135410,GRMZM2G135396,Zm00001d003284,Zm00001eb079500,Zm00001eb079510
ZmNAC111	A0A1D6E8F8	GRMZM2G450445,Zm00001d003293,Zm00001eb079630
ZmMYB49	A0A1D6E944	GRMZM2G032655,Zm00001d003412,Zm00001eb080690
ZmARF10	A0A1D6N2H0	GRMZM2G338259,Zm00001d042267,Zm00001eb142540
ZmOrphan276	A0A1D6E8G2	GRMZM2G025880,Zm00001d003297,Zm00001eb079660,Zm00001eb079670
ZmWRKY72	C0PCS5	GRMZM5G816457,Zm00001d003331,Zm00001eb079950
ZmMADS63	A0A1D6E941	GRMZM2G032905,GRMZM2G033093,Zm00001d003408,Zm00001d003409,Zm00001eb080670
ZmNAC32	C0P5H4	GRMZM2G009892,Zm00001d003414,Zm00001eb080700
ZmEIL7	B4G145	GRMZM2G044322,Zm00001d003451,Zm00001eb081000,Zm00001eb081010
ZmMYBR105	A0A1D6E9H9	GRMZM2G471039,GRMZM2G171254,GRMZM2G470882,Zm00001d003494,Zm00001d003495,Zm00001d003496,Zm00001eb081280,Zm00001eb081290,Zm00001eb081310
ZmOrphan152	C0PDY9	GRMZM2G015610,Zm00001d003509,Zm00001eb081430
ZmOFP8	A0A1D6E9M7	GRMZM2G053985,Zm00001d003521,Zm00001eb081540
ZmTHX15	A0A1D6E9S2	GRMZM2G021831,Zm00001d003549,Zm00001eb081720
ZmGRAS51	A0A1D6E9S7	GRMZM2G028608,Zm00001d003553,Zm00001eb081760
ZmOrphan95	A0A1D6E9U3	GRMZM2G106108,Zm00001d003571,Zm00001eb081920
ZmNAC71	A0A1D6E9V5	GRMZM2G099144,Zm00001d003583,Zm00001eb082040
ZmOrphan88	B4FM44	GRMZM2G179827,Zm00001d003598,Zm00001eb082130
ZmABI17	A0A1D6E9Y1	GRMZM2G017187,Zm00001d003601,Zm00001eb082150
ZmNAC76	A0A1D6EA94	GRMZM2G316840,Zm00001d003626,Zm00001eb082430
ZmZHD15	A0A060CVP0	GRMZM2G089619,Zm00001d003645,Zm00001eb082590
ZmGRAS25	A0A1D6EAN3	GRMZM2G420280,Zm00001d003657,Zm00001eb082700
ZmbHLH167	A0A1D6EAS7	GRMZM2G147685,Zm00001d003677,Zm00001eb082900
ZmMYB135	A0A1D6N2M1	AC203535.4_FG001,Zm00001d042287,Zm00001eb142770
ZmE2F17	A0A1D6EBF1	AC214168.3_FG001,Zm00001d003755,Zm00001eb083590
ZmOFP9	B7ZY98	GRMZM2G055257,Zm00001d003762,Zm00001eb083640
ZmS1Fa1	P42554	GRMZM2G056929,Zm00001d003822,Zm00001eb084180
ZmTHX26	A0A1D6EBV2	GRMZM2G002978,Zm00001d003836,Zm00001eb084300
ZmOrphan148	A0A3L6FXA0	GRMZM2G016749,Zm00001d000124,Zm00001eb084510
ZmOrphan293	A0A1D6EF25	GRMZM2G308046,Zm00001d004390,Zm00001eb088320
ZmEREB91	A0A060CXD8	GRMZM2G079825,Zm00001d003871,Zm00001eb084720
ZmTRAF46	C4J2C8	GRMZM5G805008,Zm00001d019513,Zm00001eb306050
ZmEREB131	A0A1D6EC35	GRMZM2G087059,Zm00001d003884,Zm00001eb084810,Zm00001eb084820
ZmZIM33	B4G0I3	GRMZM2G145407,Zm00001d003903,Zm00001eb084980
ZmCAMTA1	A0A1D6ECQ6	GRMZM2G143205,Zm00001d003958,Zm00001eb085420
ZmbHLH4	A0A1D6ECR3	AC177924.2_FG001,Zm00001d003964
ZmbHLH101	A0A096SYH2	GRMZM2G173521,Zm00001d004007,Zm00001eb085690
ZmWRKY105	B4FZP1	GRMZM2G102583,Zm00001d004086,Zm00001eb086270,Zm00001eb086280
ZmbHLH144	A0A1D6EDF3	GRMZM2G042893,Zm00001d004095,Zm00001eb086370
ZmOrphan46	A0A1D6EDG3	GRMZM2G013612,Zm00001d004102,Zm00001eb086410
ZmHB96	A0A3L6FQ80	GRMZM2G438260,Zm00001d004230,Zm00001eb087200,Zm00001eb087210,Zm00001eb087220
ZmOrphan262	A0A1D6EEY0	GRMZM2G019819,Zm00001d004357,Zm00001eb088070
ZmABI28	A0A1D6EEY2	GRMZM2G109879,Zm00001d004358,Zm00001eb088080
ZmE2F5	C0P8W8	GRMZM2G050590,Zm00001d004512,Zm00001eb089380
ZmMYBR114	A0A1D6EFW6	GRMZM2G119261,Zm00001d004521,Zm00001eb089420
ZmC3H10	A0A060D587	GRMZM2G147623,Zm00001d004541,Zm00001eb089580
ZmCAMTA2	A0A1D6IBR4	GRMZM2G032336,Zm00001d021516,Zm00001eb321680
ZmC3H19	B4FAP0	GRMZM2G100794,Zm00001d004651,Zm00001eb090510
ZmMYB64	A0A1D6EHB9	GRMZM2G124715,Zm00001d004744,Zm00001eb091300
ZmOrphan107	A0A1D6EHE9	GRMZM2G003755,Zm00001d004772,Zm00001eb091500
ZmTCP41	A0A1D6EHJ3	GRMZM2G416524,Zm00001d004791,Zm00001eb091630
ZmbZIP23	A0A3L6FZV1	GRMZM5G821024,Zm00001d004857,Zm00001eb092090
ZmOrphan218	E3VJR1	GRMZM2G135446,Zm00001d004875,Zm00001eb092230
ZmOFP10	A0A060D6M0	GRMZM2G032478,Zm00001d004881,Zm00001eb092280
ZmOFP11	A0A060D1X2	GRMZM2G130131,Zm00001d004882,Zm00001eb092300
ZmHB125	Q70UV1	GRMZM2G069028,Zm00001d004889,Zm00001eb092480
ZmOrphan258	A0A1D6EI98	GRMZM2G045452,Zm00001d004953
ZmMYBR4	A0A060D1D4	GRMZM2G032180,Zm00001d005055,Zm00001eb093920
ZmGATA1	A0A1D6EIM0	GRMZM2G025002,Zm00001d005005,Zm00001eb093480
ZmARID2	A0A1D6EQU5	GRMZM2G140156,Zm00001d005794,Zm00001eb099960
ZmEREB85	A0A1D6EIQ9	GRMZM2G124524,Zm00001d005016,Zm00001eb093560
ZmNAC126	A0A3L6FWK1	GRMZM2G018436,Zm00001d005028,Zm00001eb093650
ZmGRAS37	A0A1D6EIU2	GRMZM2G015080,Zm00001d005029,Zm00001eb093670
ZmTCP37	A0A1D6EPZ5	GRMZM2G088440,Zm00001d005763
ZmOrphan131	A0A1D6EIX6	GRMZM2G353024,Zm00001d005051,Zm00001eb093890
ZmWRKY23	A0A1D6EIZ8	GRMZM2G400559,Zm00001d005056,Zm00001eb093930
ZmWRKY24	A0A1D6EIZ9	GRMZM2G099593,Zm00001d005057,Zm00001eb093940
ZmOrphan112	B4FUZ1	GRMZM2G153675,Zm00001d005071,Zm00001eb094040
ZmGLK35	A0A1D6EJ64	GRMZM5G846506,Zm00001d005087,Zm00001eb094230
ZmDOF3	O24463	GRMZM2G146283,GRMZM2G146267,Zm00001d005100,Zm00001eb094330,Zm00001eb094340
ZmBBR2	A0A1D6EKS7	GRMZM2G166230,Zm00001d005160,Zm00001eb094740
ZmALF19	B4FM57	GRMZM2G047316,Zm00001d005185,Zm00001eb094990
ZmNAC5	B8A2R3	GRMZM2G162739,Zm00001d005208,Zm00001eb095110
ZmbZIP86	A0A1D6ELA4	GRMZM2G171370,Zm00001d005244,Zm00001eb095290
ZmMYB139	C4J9F0	GRMZM2G087955,Zm00001d005300,Zm00001eb095690
ZmMYB113	A0A1D6ELQ7	GRMZM2G090837,Zm00001d005307,Zm00001eb095760
ZmHB34	C0PNY4	GRMZM2G002915,Zm00001d005692,Zm00001eb098960
ZmOrphan325	A0A1D6EM20	GRMZM2G066638,Zm00001d005366,Zm00001eb096220,Zm00001eb096230,Zm00001eb096240
ZmbZIP40	C0HIB3	AC203957.3_FG004,Zm00001d005578,Zm00001eb097930
ZmHB131	B7ZYP9	GRMZM2G111204,Zm00001d005584,Zm00001eb097990
ZmOrphan328	A0A060D932	GRMZM2G082487,Zm00001d005609,Zm00001eb098220
ZmWRKY38	A0A1D6EP52	GRMZM2G163418,Zm00001d005622,Zm00001eb098330
ZmZIM15	A0A1D6EPM4	GRMZM2G114681,Zm00001d005726,Zm00001eb099240
ZmFARL11	A0A1D6ICW0	GRMZM2G048987,Zm00001d021617
ZmTCP3	B4F7W2	GRMZM2G110242,Zm00001d005737,Zm00001eb099370
ZmbHLH138	A0A1D6EPT7	GRMZM2G176141,Zm00001d005740,Zm00001eb099390,Zm00001eb099400
ZmWRKY55	A0A1D6EPU9	GRMZM2G057011,Zm00001d005749,Zm00001eb099460
ZmbHLH88	A0A1D6EPV1	GRMZM2G350165,Zm00001d005750,Zm00001eb099470
ZmZHD20	A0A3L6FPQ5	GRMZM2G051955,Zm00001d005757,Zm00001eb099540,Zm00001eb099550
ZmMYB35	A0A1D6EPY5	AC165178.2_FG004,Zm00001d005760,Zm00001eb099570
ZmOrphan215	A0A3L6FSV0	GRMZM2G083759,Zm00001d005769,Zm00001eb099640
ZmMYB111	A0A3L6FY23	GRMZM2G115859,Zm00001d005784,Zm00001eb099830
ZmEREB202	B4FVN3	GRMZM2G148333,Zm00001d005798,Zm00001eb099980
ZmZIM13	B4F860	GRMZM2G005954,Zm00001d005813,Zm00001eb100130
ZmbHLH20	B4FL37	GRMZM2G414252,Zm00001d005841,Zm00001eb100380
ZmHSF2	A0A3L6FYF5	GRMZM2G088242,Zm00001d005843,Zm00001eb100410
ZmbZIP82	A0A060D1N2	GRMZM2G137532,Zm00001d005962,Zm00001eb101350
ZmEREB211	A0A1D6ERG6	GRMZM2G138396,Zm00001d005892,Zm00001eb100800
ZmGBP8	B4G1M3	GRMZM2G134866,Zm00001d005865,Zm00001eb100610
ZmHB59	A0A1D6ERD2	GRMZM2G366130,Zm00001d005875,Zm00001eb100690
ZmbZIP123	B4F831	GRMZM2G002075,Zm00001d005884,Zm00001eb100750
ZmHSF1	A0A060D7C8	GRMZM2G002131,Zm00001d005888,Zm00001eb100770
ZmbHLH169	A0A060D7Y3	GRMZM2G113257,Zm00001d005919,Zm00001eb101040
ZmOrphan295	A0A1D6ID84	GRMZM2G480480,Zm00001d021636,Zm00001eb322760
ZmZHD16	A0A1D6ERL7	GRMZM2G389379,Zm00001d005931,Zm00001eb101130
ZmbHLH33	B6U4N9	GRMZM2G015666,Zm00001d005939,Zm00001eb101190
ZmHB54	A0A1D6ERN8	GRMZM2G041127,Zm00001d005951,Zm00001eb101280
ZmbHLH151	A0A060CZB6	GRMZM2G137541,Zm00001d005964,Zm00001eb101360
ZmDOF2	A0A1D6ERS9	GRMZM2G009406,Zm00001d005970,Zm00001eb101420
ZmCA5P12	A0A1D6ERZ0	GRMZM2G022162,Zm00001d005993,Zm00001eb101630
ZmbHLH157	A0A1D6ERR6	GRMZM2G009478,Zm00001d005969,Zm00001eb101410
ZmWRKY71	C0HH54	GRMZM2G052671,Zm00001d006001,Zm00001eb101700
ZmbHLH6	A0A3L6G4W0	GRMZM2G417597,Zm00001d006022,Zm00001eb101880
ZmSBP23	B4FLF0	GRMZM2G126018,Zm00001d006028,Zm00001eb101920
ZmbZIP85	A0A3L6G0Y3	GRMZM2G125934,Zm00001d006027,Zm00001eb101910
ZmNAC24	A0A1D6ESJ5	GRMZM2G008374,Zm00001d006053,Zm00001eb102160
ZmMED26_16	C0P608	GRMZM2G153409,Zm00001d023514,Zm00001eb407610
ZmbHLH121	C0PCV7	GRMZM2G083504,Zm00001d006065,Zm00001eb102260
ZmOrphan306	A0A1D6IFH5	GRMZM2G057380,Zm00001d021785,Zm00001eb324250
ZmbHLH23	B4FI37	GRMZM2G178182,Zm00001d006110,Zm00001eb102580
ZmSBP5	A0A1D6ESU3	GRMZM2G061734,Zm00001d006091,Zm00001eb102440
ZmMADS49	Q84V68	GRMZM2G129034,Zm00001d006094,Zm00001eb102450
ZmNAC35	A0A1D6ESW3	GRMZM2G179049,Zm00001d006106,Zm00001eb102540
ZmbZIP65	B4FK42	GRMZM2G180847,Zm00001d006127,Zm00001eb102780
ZmMYBR116	A0A1D6ET42	GRMZM5G847287,GRMZM5G808017,GRMZM5G860226,Zm00001d006133,Zm00001d006134,Zm00001eb102850
ZmbHLH95	A0A060CZ29	GRMZM2G107560,Zm00001d006150,Zm00001eb102950
ZmTCP19	B4FBV6	AC199782.5_FG003,Zm00001d006165,Zm00001eb103060
ZmbZIP46	C4JAX3	GRMZM2G037910,Zm00001d006157,Zm00001eb103000
ZmEREB3	A0A1D6ETC2	GRMZM2G124037,Zm00001d006169,Zm00001eb103100
ZmLIM6	B4FIB6	GRMZM2G153268,Zm00001d002844,Zm00001eb075650
ZmSNF2_16	A0A1D6E5M8	GRMZM2G138125,Zm00001d002950,Zm00001eb076670
ZmHAG11	B4FJY4	GRMZM2G100872,GRMZM2G093557,Zm00001d003257,Zm00001d003258,Zm00001eb079270,Zm00001eb079280
ZmFHA5	A0A1D6E9L1	GRMZM2G127139,Zm00001d003512,Zm00001d003513,Zm00001eb081460,Zm00001eb081470
ZmBAF60_11	A0A1D6EB49	GRMZM2G148198,Zm00001d003724,Zm00001eb083300
ZmBAF60_2	B6SJ26	AC233967.1_FG001,Zm00001d003729,Zm00001eb083370
ZmHAG12	A0A1D6ED41	GRMZM2G126856,Zm00001d004046,Zm00001eb086010
ZmHAG13	A0A060D314	GRMZM2G162056,Zm00001d004611,Zm00001eb090110
ZmFHA7	C0HGS2	GRMZM2G150608,Zm00001d005240,Zm00001eb095260
ZmIAA43	A0A1D6EH13	GRMZM5G825707,Zm00001d004697,Zm00001eb090870
ZmFHA6	A0A1D6EHK9	GRMZM2G133716,Zm00001d004810,Zm00001eb091700
ZmDDT1	A0A3L6FV37	GRMZM2G403562,Zm00001d004925,Zm00001eb092810
ZmTRAF8	A0A060CZD5	GRMZM2G026556,Zm00001d004966,Zm00001eb093200
ZmEREB65	B6UHM5	GRMZM2G124011,Zm00001d006170,Zm00001eb103110
ZmHB126	B4FVH6	GRMZM2G034113,Zm00001d006195,Zm00001eb103330
ZmSBP4	A0A1D6J2K0	GRMZM2G110742,Zm00001d019792,Zm00001d019793,Zm00001eb307870
ZmOrphan308	B7ZWS9	GRMZM2G422644,Zm00001d006198,Zm00001eb103370
ZmSRS2	A0A1D6ETR1	GRMZM2G080295,Zm00001d006209,Zm00001eb103460
ZmOrphan135	A0A1D6ETT4	GRMZM2G367834,Zm00001d006212,Zm00001eb103490
ZmMYB31	B4FNX4	GRMZM2G050305,GRMZM5G892094,Zm00001d006236,Zm00001eb103730,Zm00001eb103740
ZmNLP17	A0A1D6EUG0	GRMZM2G048582,Zm00001d006293,Zm00001eb104260
ZmCA5P15	A0A060D557	GRMZM2G099461,Zm00001d039581,Zm00001eb122050
ZmGRF2	B4FN96	GRMZM2G004619,Zm00001d006348,Zm00001eb104790
ZmSBP13	A0A1D6EWJ8	GRMZM2G113779,Zm00001d006451,Zm00001eb105640
ZmDOF34	A0A060D121	GRMZM2G064655,Zm00001d006463,Zm00001eb105770
ZmABI22	A0A3L6DYY6	GRMZM2G008356,Zm00001d021790,Zm00001eb324300
ZmOrphan81	A0A1D6EX05	GRMZM2G311187,Zm00001d006486,Zm00001eb105950
ZmGRAS49	A0A1D6EXP9	GRMZM5G821439,GRMZM2G319634,Zm00001d006551,Zm00001eb106490
ZmOrphan318	A0A096QJK8	GRMZM2G046474,Zm00001d006553,Zm00001eb106510
ZmbHLH66	A0A1D6EXT6	GRMZM2G163233,Zm00001d006564,Zm00001d006565,Zm00001eb106620,Zm00001eb106630
ZmbHLH80	A0A1D6EY17	GRMZM2G142932,Zm00001d006578,Zm00001eb106720
ZmOrphan206	B4FAI7	GRMZM2G415012,Zm00001d006580,Zm00001eb106740
ZmMYB141	A0A1D6EY33	GRMZM2G166337,Zm00001d006585,Zm00001eb106790
ZmOrphan181	C4JAK8	GRMZM2G021610,Zm00001d006614,Zm00001d006615,Zm00001eb107120,Zm00001eb107130
ZmC3H15	A0A1D6EZ54	GRMZM2G099622,Zm00001d006619,Zm00001eb107170
ZmMTERF8	B4FH48	GRMZM2G060114,Zm00001d006629,Zm00001eb107280
ZmFARL12	A0A1D6IFR8	GRMZM2G129311,Zm00001d021799
ZmEREB62	A0A060D100	GRMZM2G011236,Zm00001d006653,Zm00001eb107500
ZmMADS17	A0A060D762	GRMZM2G337892,Zm00001d006668,Zm00001eb107600
ZmBZR7	A0A1D6EZJ8	AC194970.5_FG002,Zm00001d006677,Zm00001eb107670
ZmHB107	A0A1D6EZM5	GRMZM2G062244,Zm00001d006687,Zm00001eb107800
ZmMTERF9	A0A1D6EZP2	GRMZM2G130773,Zm00001d006700,Zm00001eb107900
ZmbHLH147	A0A1D6F039	GRMZM2G383841,Zm00001d006733,Zm00001eb108190
ZmGRAS75	C0P6K9	GRMZM2G431309,Zm00001d006701,Zm00001eb107910
ZmWRKY116	C0P6R0	GRMZM2G130854,Zm00001d006702,Zm00001eb107920
ZmGRAS85	A0A060D7Z4	GRMZM2G019060,Zm00001d006721,Zm00001eb108090
ZmLBD14	A0A1D6F053	GRMZM2G177110,Zm00001d006739,Zm00001eb108240
ZmGRAS73	A0A1D6F055	GRMZM2G125501,Zm00001d006744,Zm00001eb108250
ZmMYBR29	A0A060D7S7	AC199820.4_FG006,Zm00001d006791,Zm00001eb108630
ZmCADR6	A0A1D6F122	GRMZM2G180947,Zm00001d006813,Zm00001eb108760
ZmCA2P4	B4FHR0	GRMZM2G040349,Zm00001d006835,Zm00001eb108930
ZmMYBR5	A0A1D6F1A4	GRMZM2G401809,Zm00001d006848,Zm00001eb109050,Zm00001eb109060
ZmZIM12	B4G1J1	GRMZM2G101769,Zm00001d006860,Zm00001eb109190
ZmPHD41	A0A1D6I0X0	GRMZM2G013794,Zm00001d019907,Zm00001d019908,Zm00001eb308480
ZmGBP6	B4FAK5	GRMZM2G075122,Zm00001d006945,Zm00001eb110030
ZmEREB210	A0A060D789	GRMZM2G125460,Zm00001d007033,Zm00001eb110290
ZmbZIP91	B4FSC3	GRMZM2G060109,Zm00001d007042,Zm00001eb110370
ZmOrphan322	A0A1D6F2H9	GRMZM2G077500,Zm00001d007050,Zm00001eb110450
ZmOrphan47	B4FNG2	GRMZM2G172210,Zm00001d007068,Zm00001eb110590
ZmVOZ2	B4FR91	GRMZM2G158717
ZmWRKY108	A0A3L6FS40	GRMZM2G106560,Zm00001d007329,Zm00001eb112840
ZmEREB183	A0A060D6V0	GRMZM2G458437,Zm00001d007119,Zm00001eb111080
ZmOFP12	A0A1D6F4E5	GRMZM2G359116,Zm00001d007168,Zm00001eb111540
ZmABI39	A0A1D6F4E9	GRMZM2G172621,Zm00001d007173,Zm00001eb111570
ZmEIL2	A0A3L6G312	GRMZM2G003558,Zm00001d007188,Zm00001eb111680
ZmMYB110	B4FBZ6	GRMZM2G176327,Zm00001d007191,Zm00001eb111710
ZmOrphan226	A0A3L6FTS3	GRMZM5G836628,Zm00001d007207,Zm00001eb111860
ZmTRAF14	K7TN92	GRMZM2G046238,Zm00001d023740,Zm00001eb409490
ZmEREB43	A0A1D6F523	GRMZM2G399598,Zm00001d007236,Zm00001d007237,Zm00001eb112060,Zm00001eb112070
ZmOrphan352	A0A1D6F525	GRMZM2G033962,Zm00001d007240,Zm00001eb112080
ZmbHLH59	A0A1D6F753	GRMZM2G303463,Zm00001d007536,Zm00001eb114530
ZmGRAS64	A0A1D6F535	GRMZM2G425366,Zm00001d007248,Zm00001eb112130
ZmOrphan127	A0A1D6F552	GRMZM2G342197,Zm00001d007264,Zm00001eb112250
ZmbHLH41	A0A1D6F5G2	GRMZM2G171818,Zm00001d007311,Zm00001eb112680
ZmbHLH96	A0A1D6F5S9	GRMZM2G172297,Zm00001d007382,Zm00001eb113220
ZmE2F2	A0A1D6M7Z2	GRMZM2G333591,Zm00001d007384,Zm00001eb113250
ZmTCP27	A0A1D6J5V7	GRMZM2G414114,Zm00001eb113670
ZmCA5P8	B6TI74	GRMZM2G105317,Zm00001d007436,Zm00001eb113710
ZmbHLH73	A0A060CXJ6	GRMZM2G008898,Zm00001d007768,Zm00001eb116410
ZmGRF15	C0HG25	GRMZM2G099862,Zm00001d007465,Zm00001eb113950
ZmOrphan229	A0A1D6F746	GRMZM2G053713,GRMZM2G318412,GRMZM2G450166,Zm00001d007525,Zm00001d007527,Zm00001d007528,Zm00001d007529,Zm00001d007530,Zm00001d007531,Zm00001eb114460,Zm00001eb114470,Zm00001eb114480,Zm00001eb114490,Zm00001eb114500
ZmHB93	A0A1D6F748	GRMZM2G318412,GRMZM2G053713,GRMZM2G450166,Zm00001d007525,Zm00001d007527,Zm00001d007528,Zm00001d007529,Zm00001d007530,Zm00001d007531,Zm00001eb114460,Zm00001eb114470,Zm00001eb114480,Zm00001eb114490,Zm00001eb114500
ZmGRAS14	A0A060D4L7	GRMZM2G070371,Zm00001d007713,Zm00001eb115950
ZmC3H4	B6TRJ7	GRMZM2G025014,Zm00001d007784,Zm00001eb116590
ZmMADS62	A0A060D937	GRMZM5G878490,Zm00001d007891,Zm00001eb117090
ZmOrphan331	A0A1D6F9P8	GRMZM5G864266,Zm00001d007904,Zm00001eb117210
ZmLBD15	A0A1D6F9Z0	AC207888.3_FG009,Zm00001d007919,Zm00001eb117380,Zm00001eb117390
ZmMYBR56	A0A1D6F9G7	GRMZM2G398758,Zm00001d007883,Zm00001eb117440
ZmCA2P14	A0A1D6F9G6	GRMZM2G096016,Zm00001d007882,Zm00001eb117450
ZmTCP43	A0A1D6F9D0	GRMZM2G020805,Zm00001d007868,Zm00001eb117560
ZmMADS10	A0A1D6FAE8	GRMZM2G148693,Zm00001d007949,Zm00001eb118120
ZmGLK27	B6TK28	GRMZM2G173882,Zm00001d007962,Zm00001eb118010
ZmEREB41	A0A1D6F994	GRMZM2G146688,Zm00001d007840,Zm00001eb117830,Zm00001eb117840
ZmHB61	P56662	GRMZM2G452178,Zm00001d007842,Zm00001eb117820
ZmNAC96	A0A1D6F9B2	GRMZM5G803888,Zm00001d007850,Zm00001eb117730
ZmWRKY93	A0A1D6MEQ0	GRMZM5G871347,GRMZM5G832490,Zm00001d039244,Zm00001d039245,Zm00001eb118750,Zm00001eb118760
ZmBZR6	A0A1D6MJX2	GRMZM5G868061,Zm00001d039635,Zm00001eb122520
ZmNLP1	B4FNC6	AC233880.1_FG006,Zm00001d039250,Zm00001eb118790
ZmGLK13	Q9FUL9	GRMZM2G087804,Zm00001d039260,Zm00001eb118900
ZmNLP6	A0A1D6MEU5	GRMZM2G475305,GRMZM2G175065,Zm00001d039266,Zm00001eb118950
ZmARF7	D9HNT4	GRMZM2G475263,Zm00001d039267,Zm00001eb118970
ZmbHLH46	C0P4P9	GRMZM2G148723,GRMZM2G013201,Zm00001d039271,Zm00001d039272,Zm00001d039273,Zm00001eb119000,Zm00001eb119010,Zm00001eb119020
ZmMYB117	A0A1D6MF55	GRMZM2G470307,Zm00001d039306,Zm00001eb119340
ZmOFP13	A0A1D6MF66	GRMZM2G169973,Zm00001d039313,Zm00001eb119420
ZmEREB50	A0A1D6MFB8	GRMZM2G142179,Zm00001d039324,Zm00001eb119540
ZmTCP33	A0A1D6MFZ2	AC205574.3_FG006,Zm00001d039371,Zm00001eb120010,Zm00001eb120020
ZmbZIP117	C0HG10	AC233853.1_FG002,Zm00001d039383,Zm00001eb120150
ZmEREB103	A0A1D6MHA8	GRMZM2G133168,Zm00001d039424,Zm00001eb120590
ZmOrphan153	A0A1D6MHD6	GRMZM5G834596,Zm00001d039437,Zm00001eb120740
ZmBZR2	B4FHG9	GRMZM5G852801,GRMZM6G287292,Zm00001d039439,Zm00001eb120750
ZmbHLH70	A0A1D6MHH8	GRMZM2G397755,Zm00001d039459,Zm00001eb120960
ZmMYBR22	A0A1D6MHL3	GRMZM2G468479,Zm00001d039475,Zm00001eb121110
ZmJMJ8	A0A1D6IVJ9	GRMZM2G431157,Zm00001d023788,Zm00001eb409800
ZmDOF7	A0A060D5B9	GRMZM2G378490,Zm00001d039482
ZmMYB131	A0A1D6MHQ1	GRMZM2G001875,Zm00001d039496,Zm00001eb121290
ZmNAC16	A0A1D6MHR9	GRMZM2G166721,Zm00001d039506,Zm00001eb121380
ZmOrphan75	A0A3L6FD23	GRMZM2G371176,Zm00001d039510,Zm00001eb121390
ZmFARL4	A0A1D6MJK6	GRMZM2G083374,Zm00001d039612,Zm00001eb122270
ZmWRKY27	A0A1D6MI09	GRMZM2G475984,Zm00001d039531,Zm00001eb121600
ZmWRKY56	A0A1D6MI10	GRMZM2G176489,Zm00001d039532,Zm00001eb121610,Zm00001eb121620
ZmWRKY45	B4FIG2	GRMZM2G151444,Zm00001d039584
ZmGLK14	A0A1D6MJX4	GRMZM2G348238,Zm00001d039637,Zm00001eb122550
ZmPHD4	K7TYG7	GRMZM2G365888,Zm00001d023914,Zm00001eb410840
ZmLBD16	Q27YF3	AC233943.1_FG002,Zm00001d039694,Zm00001eb123060
ZmOrphan38	A0A1D6MJX6	GRMZM2G413113,Zm00001d039639,Zm00001eb122570
ZmbZIP6	A0A1D6L311	GRMZM2G039828,Zm00001d039658,Zm00001eb122740
ZmMYB20	A0A1D6MKN6	GRMZM2G052377,Zm00001d039700,Zm00001eb123130
ZmMYBR80	Q6WLH3	GRMZM2G163291,Zm00001d039750,Zm00001eb123510
ZmMYB81	C0P353	GRMZM2G020772,Zm00001d039893,Zm00001eb124630
ZmMADS54	A0A1D6MLR7	GRMZM2G320549,Zm00001d039913,Zm00001eb124790
ZmIAA41	A0A1D6L0H0	GRMZM2G479834,Zm00001d024008,Zm00001eb411480
ZmCADR4	A0A1D6MLX8	GRMZM2G478501,Zm00001d039957,Zm00001eb125090
ZmLBD17	A0A1D6MM36	GRMZM2G132693,Zm00001d040004,Zm00001eb125420
ZmSNF2_31	K7TI52	GRMZM2G393742,Zm00001d024677,Zm00001eb416780
ZmSNF2_12	A0A1D6F0Y2	GRMZM2G102625,Zm00001d006798,Zm00001eb108690
ZmMYB137	A0A3L6FJV4	GRMZM2G162709,Zm00001d040019,Zm00001eb125520
ZmHB31	C0P834	GRMZM2G026643,Zm00001d040090,Zm00001eb126140
ZmOrphan323	A0A1D6MNA1	GRMZM2G075320,Zm00001d040123,Zm00001eb126360
ZmbHLH76	B4FNY0	GRMZM2G112629,Zm00001d040148
ZmbHLH83	A0A1D6MNF1	GRMZM2G169947,Zm00001d040152,Zm00001eb126610
